id,URL,SOURCE
100,http://dorabuzz.in,blocked-websites-MSM-world-cup.txt
101,http://foncity.in,blocked-websites-MSM-world-cup.txt
102,http://toonvideos.in,blocked-websites-MSM-world-cup.txt
103,http://bestcartoon.wapka.mobi,blocked-websites-MSM-world-cup.txt
104,http://wap.dorabuzz.in,blocked-websites-MSM-world-cup.txt
105,http://playpanda.net,blocked-websites-MSM-world-cup.txt
106,http://playhttp://net,blocked-websites-MSM-world-cup.txt
107,http://shared.sx,blocked-websites-MSM-world-cup.txt
108,http://mega-vids.com,blocked-websites-MSM-world-cup.txt
109,http://promptfile.com,blocked-websites-MSM-world-cup.txt
110,http://4upfiles.com,blocked-websites-MSM-world-cup.txt
111,http://filemoney.com,blocked-websites-MSM-world-cup.txt
112,http://lemuploads.com,blocked-websites-MSM-world-cup.txt
113,http://anysend.com,blocked-websites-MSM-world-cup.txt
114,http://luckyshare.net,blocked-websites-MSM-world-cup.txt
115,http://filedap.com,blocked-websites-MSM-world-cup.txt
116,http://junocloud.me,blocked-websites-MSM-world-cup.txt
117,http://filevice.com,blocked-websites-MSM-world-cup.txt
118,http://v-vids.com,blocked-websites-MSM-world-cup.txt
119,http://quickyshare.net,blocked-websites-MSM-world-cup.txt
120,http://tumi.tv,blocked-websites-MSM-world-cup.txt
121,http://mp4star.com,blocked-websites-MSM-world-cup.txt
122,http://sockshare.ws,blocked-websites-MSM-world-cup.txt
123,http://uploadcrazy.net,blocked-websites-MSM-world-cup.txt
124,http://uploadboy.com,blocked-websites-MSM-world-cup.txt
125,http://putlocker.ws,blocked-websites-MSM-world-cup.txt
126,http://filenuke.net,blocked-websites-MSM-world-cup.txt
127,http://docs.google.com,blocked-websites-MSM-world-cup.txt
128,http://dotsemper.com,blocked-websites-MSM-world-cup.txt
129,http://upload.com,blocked-websites-MSM-world-cup.txt
130,http://cloudyvideos.com,blocked-websites-MSM-world-cup.txt
131,http://v.youku.com,blocked-websites-MSM-world-cup.txt
132,http://movzap.com,blocked-websites-MSM-world-cup.txt
133,http://googlevideo.com,blocked-websites-MSM-world-cup.txt
134,http://vertor.eu,blocked-websites-MSM-world-cup.txt
135,http://dramautubes.com,blocked-websites-MSM-world-cup.txt
136,http://nosvideo.com,blocked-websites-MSM-world-cup.txt
137,http://vreer.com,blocked-websites-MSM-world-cup.txt
138,http://vidxden.com,blocked-websites-MSM-world-cup.txt
139,http://divxstage.eu,blocked-websites-MSM-world-cup.txt
140,http://rapidvideo.tv,blocked-websites-MSM-world-cup.txt
141,http://vidspot.net,blocked-websites-MSM-world-cup.txt
142,http://freshvideo.net,blocked-websites-MSM-world-cup.txt
143,http://vidbux.com,blocked-websites-MSM-world-cup.txt
144,http://vidplay.net,blocked-websites-MSM-world-cup.txt
145,http://vidup.me,blocked-websites-MSM-world-cup.txt
146,http://video.tt,blocked-websites-MSM-world-cup.txt
147,http://modovideo.com,blocked-websites-MSM-world-cup.txt
148,http://youwatch.org,blocked-websites-MSM-world-cup.txt
149,http://magnovideo.com,blocked-websites-MSM-world-cup.txt
150,http://videobam.com,blocked-websites-MSM-world-cup.txt
151,http://sharexvid.com,blocked-websites-MSM-world-cup.txt
152,http://videoslasher.com,blocked-websites-MSM-world-cup.txt
153,http://nowvideo.ch,blocked-websites-MSM-world-cup.txt
154,http://donevideo.com,blocked-websites-MSM-world-cup.txt
155,http://videozed.net,blocked-websites-MSM-world-cup.txt
156,http://vidhog.com,blocked-websites-MSM-world-cup.txt
157,http://vidzi.tv,blocked-websites-MSM-world-cup.txt
158,http://streamin.to,blocked-websites-MSM-world-cup.txt
159,http://thevideo.me,blocked-websites-MSM-world-cup.txt
160,http://vidzbeez.com,blocked-websites-MSM-world-cup.txt
161,http://divxpress.com,blocked-websites-MSM-world-cup.txt
162,http://nubestream.com,blocked-websites-MSM-world-cup.txt
163,http://divxstream.net,blocked-websites-MSM-world-cup.txt
164,http://videobb.com,blocked-websites-MSM-world-cup.txt
165,http://divxden.com,blocked-websites-MSM-world-cup.txt
166,http://mixturecloud.com,blocked-websites-MSM-world-cup.txt
167,http://divxstage.net,blocked-websites-MSM-world-cup.txt
168,http://videowood.tv,blocked-websites-MSM-world-cup.txt
169,http://hostingbulk.com,blocked-websites-MSM-world-cup.txt
170,http://playit.pk,blocked-websites-MSM-world-cup.txt
171,http://movpod.net,blocked-websites-MSM-world-cup.txt
172,http://daclips.com,blocked-websites-MSM-world-cup.txt
173,http://slickvid.com,blocked-websites-MSM-world-cup.txt
174,http://videofun.me,blocked-websites-MSM-world-cup.txt
175,http://video44.net,blocked-websites-MSM-world-cup.txt
176,http://yucache.net,blocked-websites-MSM-world-cup.txt
177,http://moevideos.net,blocked-websites-MSM-world-cup.txt
178,http://videomega.tv,blocked-websites-MSM-world-cup.txt
179,http://vidpaid.com,blocked-websites-MSM-world-cup.txt
180,http://sharevid.org,blocked-websites-MSM-world-cup.txt
181,http://zuzvideo.com,blocked-websites-MSM-world-cup.txt
182,http://video.vidcrazy.net,blocked-websites-MSM-world-cup.txt
183,http://videovalley.net,blocked-websites-MSM-world-cup.txt
184,http://videoboxone.com,blocked-websites-MSM-world-cup.txt
185,http://vidcrazy.net,blocked-websites-MSM-world-cup.txt
186,http://vodu.ch,blocked-websites-MSM-world-cup.txt
187,http://watchfreeinhd.com,blocked-websites-MSM-world-cup.txt
188,http://veehd.com,blocked-websites-MSM-world-cup.txt
189,http://movdivx.com,blocked-websites-MSM-world-cup.txt
190,http://blip.tv,blocked-websites-MSM-world-cup.txt
191,http://animeuploads.com,blocked-websites-MSM-world-cup.txt
192,http://videohub.ws,blocked-websites-MSM-world-cup.txt
193,http://hdwide.co,blocked-websites-MSM-world-cup.txt
194,http://stormvid.co,blocked-websites-MSM-world-cup.txt
195,http://neovid.me,blocked-websites-MSM-world-cup.txt
196,http://hawkhd.me,blocked-websites-MSM-world-cup.txt
197,http://streamland.cc,blocked-websites-MSM-world-cup.txt
198,http://vidshark.ws,blocked-websites-MSM-world-cup.txt
199,http://vidspace.cc,blocked-websites-MSM-world-cup.txt
200,http://vids.bz,blocked-websites-MSM-world-cup.txt
201,http://play.flashx.tv,blocked-websites-MSM-world-cup.txt
202,http://videoweed.es,blocked-websites-MSM-world-cup.txt
203,http://torrenthound.com,blocked-websites-MSM-world-cup.txt
204,http://nowvideo.sx,blocked-websites-MSM-world-cup.txt
205,http://limetorrents.com,blocked-websites-MSM-world-cup.txt
206,http://novamov.com,blocked-websites-MSM-world-cup.txt
207,http://torrentfunk.com,blocked-websites-MSM-world-cup.txt
208,http://torrents.net,blocked-websites-MSM-world-cup.txt
209,http://wapkafile.com,blocked-websites-MSM-world-cup.txt
210,http://thepiratebay.org,blocked-websites-MSM-world-cup.txt
211,http://torlock.com,blocked-websites-MSM-world-cup.txt
212,http://movshare.net,blocked-websites-MSM-world-cup.txt
213,http://unblockedpiratebay-proxy.com,blocked-websites-MSM-world-cup.txt
214,http://thetorrent.org,blocked-websites-MSM-world-cup.txt
215,http://torrentz.sx,blocked-websites-MSM-world-cup.txt
216,http://thepiratebay.se.unblock.to,blocked-websites-MSM-world-cup.txt
217,http://nowdownload.ch,blocked-websites-MSM-world-cup.txt
218,http://sockshare.com,blocked-websites-MSM-world-cup.txt
219,http://bittorrent.pm,blocked-websites-MSM-world-cup.txt
220,http://uptobox.com,blocked-websites-MSM-world-cup.txt
221,http://torrage.com,blocked-websites-MSM-world-cup.txt
222,http://sumotorrent.sx,blocked-websites-MSM-world-cup.txt
223,http://torrentdownload.ws,blocked-websites-MSM-world-cup.txt
224,http://btmon.com,blocked-websites-MSM-world-cup.txt
225,http://thepiratebay.se,blocked-websites-MSM-world-cup.txt
226,http://1337x.to,blocked-websites-MSM-world-cup.txt
227,http://bthunter.org,blocked-websites-MSM-world-cup.txt
228,http://1337x.org,blocked-websites-MSM-world-cup.txt
229,http://swankshare.com,blocked-websites-MSM-world-cup.txt
230,http://1337xproxy.in,blocked-websites-MSM-world-cup.txt
231,http://torrentz.dj,blocked-websites-MSM-world-cup.txt
232,http://torrentcrazy.ee,blocked-websites-MSM-world-cup.txt
233,http://filesbomb.in,blocked-websites-MSM-world-cup.txt
234,http://torrentz.is,blocked-websites-MSM-world-cup.txt
235,http://torrentz.am,blocked-websites-MSM-world-cup.txt
236,http://kickassunblock.net,blocked-websites-MSM-world-cup.txt
237,http://torrent.tm,blocked-websites-MSM-world-cup.txt
238,http://oc.ohttp://vc,blocked-websites-MSM-world-cup.txt
239,http://ineedtorrent.net,blocked-websites-MSM-world-cup.txt
240,http://torrenthoundproxy.com,blocked-websites-MSM-world-cup.txt
241,http://torcache.kickassunblock.net,blocked-websites-MSM-world-cup.txt
242,http://kickasstor.net,blocked-websites-MSM-world-cup.txt
243,http://streamupload.org,blocked-websites-MSM-world-cup.txt
244,http://arabloads.net,blocked-websites-MSM-world-cup.txt
245,http://torrentsnet.come.in,blocked-websites-MSM-world-cup.txt
246,http://torrentz.to,blocked-websites-MSM-world-cup.txt
247,http://3gparena.in,blocked-websites-MSM-world-cup.txt
248,http://download-abc.com,blocked-websites-MSM-world-cup.txt
249,http://filmsmaza.com,blocked-websites-MSM-world-cup.txt
250,http://glotorrents.com,blocked-websites-MSM-world-cup.txt
251,http://coolmoviez.com,blocked-websites-MSM-world-cup.txt
252,http://62.210.201.55:81,blocked-websites-MSM-world-cup.txt
253,http://fuckyourcrew.org,blocked-websites-MSM-world-cup.txt
254,http://mimti1.moviesmobile.net,blocked-websites-MSM-world-cup.txt
255,http://sandy1.moviesmobile.net,blocked-websites-MSM-world-cup.txt
256,http://sandy3.moviesmobile.net,blocked-websites-MSM-world-cup.txt
257,http://sandy4.moviesmobile.net,blocked-websites-MSM-world-cup.txt
258,http://thepiratebay.mk,blocked-websites-MSM-world-cup.txt
259,http://dev.torrentz.pro,blocked-websites-MSM-world-cup.txt
260,http://torrentmoviemafia.com,blocked-websites-MSM-world-cup.txt
261,http://1337x.pw,blocked-websites-MSM-world-cup.txt
262,http://share1.moviesmobile.net,blocked-websites-MSM-world-cup.txt
263,http://share2.moviesmobile.net,blocked-websites-MSM-world-cup.txt
264,http://share3.moviesmobile.net,blocked-websites-MSM-world-cup.txt
265,http://share4.moviesmobile.net,blocked-websites-MSM-world-cup.txt
266,http://bayproxy.me,blocked-websites-MSM-world-cup.txt
267,http://sarthaktv.in,blocked-websites-MSM-world-cup.txt
268,http://p2p4ever.com,blocked-websites-MSM-world-cup.txt
269,http://tny.cz,blocked-websites-MSM-world-cup.txt
270,http://torrent-loco.com.ar,blocked-websites-MSM-world-cup.txt
271,http://piraattilahti.org,blocked-websites-MSM-world-cup.txt
272,http://punjabwap.com,blocked-websites-MSM-world-cup.txt
273,http://torrent.ee,blocked-websites-MSM-world-cup.txt
274,http://torrentz.asia,blocked-websites-MSM-world-cup.txt
275,http://fromplay.org,blocked-websites-MSM-world-cup.txt
276,http://proxybay.pw,blocked-websites-MSM-world-cup.txt
277,http://vertor.com,blocked-websites-MSM-world-cup.txt
278,http://katshore.org,blocked-websites-MSM-world-cup.txt
279,http://nl.malaysiabay.org,blocked-websites-MSM-world-cup.txt
280,http://demonoid.ph,blocked-websites-MSM-world-cup.txt
281,http://kickasstorrents.come.in,blocked-websites-MSM-world-cup.txt
282,http://putlocker.cz,blocked-websites-MSM-world-cup.txt
283,http://proxybay.eu,blocked-websites-MSM-world-cup.txt
284,http://3gparina.in,blocked-websites-MSM-world-cup.txt
285,http://89.248.162.148,blocked-websites-MSM-world-cup.txt
286,http://fromplay.com,blocked-websites-MSM-world-cup.txt
287,http://etorrent.co.kr,blocked-websites-MSM-world-cup.txt
288,http://fun4buddy.com,blocked-websites-MSM-world-cup.txt
289,http://livetvindian.com,blocked-websites-MSM-world-cup.txt
290,http://ontohinbd.com,blocked-websites-MSM-world-cup.txt
291,http://pc.rdxhd.com,blocked-websites-MSM-world-cup.txt
292,http://seedpeer.me,blocked-websites-MSM-world-cup.txt
293,http://ukcast.tv,blocked-websites-MSM-world-cup.txt
294,http://ezcast.tv,blocked-websites-MSM-world-cup.txt
295,http://xuscacamusca.se,blocked-websites-MSM-world-cup.txt
296,http://crichd.in,blocked-websites-MSM-world-cup.txt
297,http://122.155.203.9,blocked-websites-MSM-world-cup.txt
298,http://0dian8.com,blocked-websites-MSM-world-cup.txt
299,http://114nba.com,blocked-websites-MSM-world-cup.txt
300,http://360bo.com,blocked-websites-MSM-world-cup.txt
301,http://51live.com,blocked-websites-MSM-world-cup.txt
302,http://52waha.com,blocked-websites-MSM-world-cup.txt
303,http://bf.5xzb.com,blocked-websites-MSM-world-cup.txt
304,http://allsport-live.net,blocked-websites-MSM-world-cup.txt
305,http://antibookers.ru,blocked-websites-MSM-world-cup.txt
306,http://assistirtvonlineaovivo.tv,blocked-websites-MSM-world-cup.txt
307,http://atdhe.eu/,blocked-websites-MSM-world-cup.txt
308,http://atdhe.so/,blocked-websites-MSM-world-cup.txt
309,http://atdhe.xxx/,blocked-websites-MSM-world-cup.txt
310,http://www.atdhehttp://net/,blocked-websites-MSM-world-cup.txt
311,http://www.azhibo.com/,blocked-websites-MSM-world-cup.txt
312,http://barcelonastream.com/,blocked-websites-MSM-world-cup.txt
313,http://www.coolsport.tv/schedule-coolsport-tv.html,blocked-websites-MSM-world-cup.txt
314,http://www.tvole.com/,blocked-websites-MSM-world-cup.txt
315,http://www.drakulastream.eu/,blocked-websites-MSM-world-cup.txt
316,http://esportesaovivo.com/,blocked-websites-MSM-world-cup.txt
317,http://www.feed2all.eu/type/football.html,blocked-websites-MSM-world-cup.txt
318,http://gofirstrowuk.eu/,blocked-websites-MSM-world-cup.txt
319,http://www.footballstreaming.info/,blocked-websites-MSM-world-cup.txt
320,http://www.frombar.com/,blocked-websites-MSM-world-cup.txt
321,http://www.futebolaovivo.net/inicio.php,blocked-websites-MSM-world-cup.txt
322,http://www.online.futebolaovivogratis.org/,blocked-websites-MSM-world-cup.txt
323,http://gooool.org/,blocked-websites-MSM-world-cup.txt
324,http://www.rajangan.me/,blocked-websites-MSM-world-cup.txt
325,http://www.hahasport.com/,blocked-websites-MSM-world-cup.txt
326,http://hdzhibo.com/,blocked-websites-MSM-world-cup.txt
327,http://neolive.net/,blocked-websites-MSM-world-cup.txt
328,http://www.kanqiu.tv/,blocked-websites-MSM-world-cup.txt
329,http://livesport4u.com/,blocked-websites-MSM-world-cup.txt
330,http://livetv.sx/,blocked-websites-MSM-world-cup.txt
331,http://meczelive.tv/,blocked-websites-MSM-world-cup.txt
332,http://www.megatvonline.co/,blocked-websites-MSM-world-cup.txt
333,http://tvonline.megavertvonline.net/live/,blocked-websites-MSM-world-cup.txt
334,http://myp2p.pw/,blocked-websites-MSM-world-cup.txt
335,http://nogomya.ch/,blocked-websites-MSM-world-cup.txt
336,http://www.p2p-hd.com/,blocked-websites-MSM-world-cup.txt
337,http://qmzhibo.com/,blocked-websites-MSM-world-cup.txt
338,http://rntplayer.com/,blocked-websites-MSM-world-cup.txt
339,http://www.rojadirecta.me/,blocked-websites-MSM-world-cup.txt
340,http://www.seezb.net/,blocked-websites-MSM-world-cup.txt
341,http://www.sport.net/,blocked-websites-MSM-world-cup.txt
342,http://sport5online.com/,blocked-websites-MSM-world-cup.txt
343,http://sportlemon.ge/,blocked-websites-MSM-world-cup.txt
344,http://sportlemontv.eu/,blocked-websites-MSM-world-cup.txt
345,http://sportlive.lt/,blocked-websites-MSM-world-cup.txt
346,http://www.sportlv.info/,blocked-websites-MSM-world-cup.txt
347,http://www.sportp2p.com/,blocked-websites-MSM-world-cup.txt
348,http://www.stopstream.tv/,blocked-websites-MSM-world-cup.txt
349,http://thefirstrow.biz/,blocked-websites-MSM-world-cup.txt
350,http://www.feed4u.net/,blocked-websites-MSM-world-cup.txt
351,http://www.time4tv.com/,blocked-websites-MSM-world-cup.txt
352,http://torrent-tv.ru,blocked-websites-MSM-world-cup.txt
353,http://tvaovivogratis.net,blocked-websites-MSM-world-cup.txt
354,http://tvonlinexat.com,blocked-websites-MSM-world-cup.txt
355,http://usagoals.tv,blocked-websites-MSM-world-cup.txt
356,http://vipbox.net,blocked-websites-MSM-world-cup.txt
357,http://vipboxuk.co,blocked-websites-MSM-world-cup.txt
358,http://wasu.cn,blocked-websites-MSM-world-cup.txt
359,http://www.wiziwig.tv/,blocked-websites-MSM-world-cup.txt
360,http://wszhibo.com/,blocked-websites-MSM-world-cup.txt
361,http://www.look-tvs.com/,blocked-websites-MSM-world-cup.txt
362,http://www.yaomtv.com.cn/,blocked-websites-MSM-world-cup.txt
363,http://www.zhiboche.com/,blocked-websites-MSM-world-cup.txt
364,http://zqnow.com/,blocked-websites-MSM-world-cup.txt
365,http://www.24livestreamtv.com/brazil-2014-fifa-world-cup-football-live-streaming-online-tv/,blocked-websites-MSM-world-cup.txt
366,http://acefootball.eu/,blocked-websites-MSM-world-cup.txt
367,http://al3ablive.info/,blocked-websites-MSM-world-cup.txt
368,http://atdhe.ru/,blocked-websites-MSM-world-cup.txt
369,http://atdhe.ge/,blocked-websites-MSM-world-cup.txt
370,http://atdhe.sx/,blocked-websites-MSM-world-cup.txt
371,http://atdhe.ws/,blocked-websites-MSM-world-cup.txt
372,http://bongdatructuyen.info/,blocked-websites-MSM-world-cup.txt
373,http://www.bongdatructuyen.vn/,blocked-websites-MSM-world-cup.txt
374,http://bongdatv.net/,blocked-websites-MSM-world-cup.txt
375,http://bongdaup.com/,blocked-websites-MSM-world-cup.txt
376,http://www.majika.biz/,blocked-websites-MSM-world-cup.txt
377,http://btvsports.com/,blocked-websites-MSM-world-cup.txt
378,http://canalesdetv.com/,blocked-websites-MSM-world-cup.txt
379,http://capodeportes.net/,blocked-websites-MSM-world-cup.txt
380,http://www.catedralhd.tk/,blocked-websites-MSM-world-cup.txt
381,http://www.cvhttp://eu/,blocked-websites-MSM-world-cup.txt
382,http://desistreams.tv/,blocked-websites-MSM-world-cup.txt
383,http://desportogratis.com/,blocked-websites-MSM-world-cup.txt
384,http://dinozap.com/,blocked-websites-MSM-world-cup.txt
385,http://drhtv.com.pl/,blocked-websites-MSM-world-cup.txt
386,http://epctv.com/,blocked-websites-MSM-world-cup.txt
387,http://zonasports.to/,blocked-websites-MSM-world-cup.txt
388,http://fancylive.com/,blocked-websites-MSM-world-cup.txt
389,http://feed2all.eu/,blocked-websites-MSM-world-cup.txt
390,http://www.firstrows.eu/,blocked-websites-MSM-world-cup.txt
391,http://firstrows.biz/,blocked-websites-MSM-world-cup.txt
392,http://firstrowsports.ge/,blocked-websites-MSM-world-cup.txt
393,http://footballhd.ru/,blocked-websites-MSM-world-cup.txt
394,http://footdirecthttp://com/,blocked-websites-MSM-world-cup.txt
395,http://freefootball.ws/,blocked-websites-MSM-world-cup.txt
396,http://freehdspor.com/,blocked-websites-MSM-world-cup.txt
397,http://freelivefussball.de/,blocked-websites-MSM-world-cup.txt
398,http://freelivesport.eu/,blocked-websites-MSM-world-cup.txt
399,http://fsicrew.info/,blocked-websites-MSM-world-cup.txt
400,http://fussball-live-streams.com/,blocked-websites-MSM-world-cup.txt
401,http://futbolarg.tv/,blocked-websites-MSM-world-cup.txt
402,http://www.futbol-envivo.com/,blocked-websites-MSM-world-cup.txt
403,http://futbolsinlimites.pw/,blocked-websites-MSM-world-cup.txt
404,http://futebolaovivogratis.org/,blocked-websites-MSM-world-cup.txt
405,http://goatd.net/,blocked-websites-MSM-world-cup.txt
406,http://hdembed.com/,blocked-websites-MSM-world-cup.txt
407,http://funkeysports.com/,blocked-websites-MSM-world-cup.txt
408,http://hdsports.me/,blocked-websites-MSM-world-cup.txt
409,http://www.hdstreams.tv/index.php,blocked-websites-MSM-world-cup.txt
410,http://iraqgoals.in/,blocked-websites-MSM-world-cup.txt
411,http://jokerplanete.com/,blocked-websites-MSM-world-cup.txt
412,http://lesoleildelanuit.wf/,blocked-websites-MSM-world-cup.txt
413,http://life-sport.org/,blocked-websites-MSM-world-cup.txt
414,http://livesportv.com/,blocked-websites-MSM-world-cup.txt
415,http://max-deportv.com/,blocked-websites-MSM-world-cup.txt
416,http://megaviptv.net/,blocked-websites-MSM-world-cup.txt
417,http://milloxtv.me/,blocked-websites-MSM-world-cup.txt
418,http://myp2p.cm/,blocked-websites-MSM-world-cup.txt
419,http://myp2p.ec/,blocked-websites-MSM-world-cup.txt
420,http://newsoccertv.com/,blocked-websites-MSM-world-cup.txt
421,http://nowwatchtvlive.com/,blocked-websites-MSM-world-cup.txt
422,http://onlinemoviesportsandtv.com/,blocked-websites-MSM-world-cup.txt
423,http://online-soccer.eu/,blocked-websites-MSM-world-cup.txt
424,http://portugaldesportivo.com/,blocked-websites-MSM-world-cup.txt
425,http://premier-league-live.net/,blocked-websites-MSM-world-cup.txt
426,http://qxzhibo.com/,blocked-websites-MSM-world-cup.txt
427,http://realtvsport.com/,blocked-websites-MSM-world-cup.txt
428,http://real-tv-sport.com/,blocked-websites-MSM-world-cup.txt
429,http://www.redzer.tv/,blocked-websites-MSM-world-cup.txt
430,http://s247.tv/,blocked-websites-MSM-world-cup.txt
431,http://sambasoccer.pw/,blocked-websites-MSM-world-cup.txt
432,http://skysport.tv/,blocked-websites-MSM-world-cup.txt
433,http://soccerembed.com/,blocked-websites-MSM-world-cup.txt
434,http://soccertoall.net/,blocked-websites-MSM-world-cup.txt
435,http://softsportstv.eu/,blocked-websites-MSM-world-cup.txt
436,http://www.sportsbeech.tv/,blocked-websites-MSM-world-cup.txt
437,http://sports-x.net/,blocked-websites-MSM-world-cup.txt
438,http://sportz-hd.eu/,blocked-websites-MSM-world-cup.txt
439,http://stadium-live.com/,blocked-websites-MSM-world-cup.txt
